product_code,replacement_orders,replacement_stockout_rate,replacement_total_shortage,sales_orders,replacement_intensity
400242,1,0.0,-0.52,924.0,0.0010822510822510823
400243,6,0.0,-1.9,970.0,0.006185567010309278
400244,1,0.0,0.0,505.0,0.0019801980198019802
400246,14,0.14285714285714285,-5.359999999999999,4088.0,0.003424657534246575
400247,7,0.2857142857142857,50.97,2925.0,0.002393162393162393
400252,2,0.5,-0.16000000000000014,97.0,0.020618556701030927
400254,1,0.0,0.0,2759.0,0.0003624501631025734
400256,14,0.14285714285714285,10.0,9196.0,0.0015224010439321444
400258,2,0.0,0.0,1702.0,0.0011750881316098707
400260,1,0.0,0.0,236.0,0.00423728813559322
400263,1,0.0,0.0,98.0,0.01020408163265306
400268,1,0.0,0.0,1023.0,0.0009775171065493646
400274,16,0.1875,-3.99,14672.0,0.0010905125408942203
400279,1,0.0,0.0,401.0,0.0024937655860349127
400280,3,0.0,-0.28000000000000014,9104.0,0.0003295254833040422
400282,3,0.0,0.0,1290.0,0.002325581395348837
400283,8,0.125,1.0,12937.0,0.0006183813867202598
400284,6,0.0,0.0,6403.0,0.0009370607527721381
400285,9,0.0,0.0,8850.0,0.001016949152542373
400286,9,0.0,0.0,17267.0,0.0005212254589679736
400292,1,1.0,1.0,11.0,0.09090909090909091
400295,3,0.0,-0.18000000000000016,2794.0,0.0010737294201861132
400299,3,0.0,0.0,1147.0,0.0026155187445510027
400300,3,0.0,-0.28000000000000025,1505.0,0.0019933554817275745
400302,2,0.0,0.0,1104.0,0.0018115942028985507
400303,4,0.25,2.56,2289.0,0.0017474879860200961
400304,2,0.0,0.0,1583.0,0.0012634238787113076
400305,1,0.0,0.0,869.0,0.0011507479861910242
400308,3,0.3333333333333333,16.0,505.0,0.005940594059405941
400309,2,0.0,0.0,2029.0,0.0009857072449482504
400313,2,0.0,0.0,1659.0,0.0012055455093429777
400315,26,0.15384615384615385,-0.6100000000000013,55313.0,0.00047005224811527127
400316,17,0.058823529411764705,-1.108999999999999,18128.0,0.0009377758164165931
400317,3,0.0,-0.06000000000000005,8466.0,0.00035435861091424523
400318,20,0.05,-0.99,3365.0,0.005943536404160475
400321,12,0.08333333333333333,2.68,9089.0,0.001320277258224227
400322,1,0.0,0.0,701.0,0.0014265335235378032
400324,1,0.0,0.0,303.0,0.0033003300330033004
400327,6,0.16666666666666666,0.8399999999999999,2348.0,0.002555366269165247
400334,2,0.0,0.0,479.0,0.0041753653444676405
400340,16,0.0,0.0,148.0,0.10810810810810811
400344,1,0.0,-0.020000000000000018,243.0,0.00411522633744856
400345,4,0.0,0.0,161.0,0.024844720496894408
400350,12,0.0,0.0,6826.0,0.0017579841781423966
400354,1,0.0,0.0,344.0,0.0029069767441860465
400358,1,0.0,0.0,495.0,0.00202020202020202
400359,1,0.0,0.0,126.0,0.007936507936507936
400366,4,0.0,0.0,376.0,0.010638297872340425
400369,1,0.0,0.0,118.0,0.00847457627118644
400375,14,0.21428571428571427,2.3200000000000003,10458.0,0.0013386880856760374
400376,5,0.4,21.32,2182.0,0.00229147571035747
400377,8,0.125,8.94,8790.0,0.0009101251422070534
400380,6,0.16666666666666666,6.0,2333.0,0.002571795970852979
400381,2,0.0,0.0,78.0,0.02564102564102564
400383,1,0.0,0.0,144.0,0.006944444444444444
400385,5,0.0,-0.07000000000000006,1623.0,0.0030807147258163892
400388,7,0.0,0.0,6785.0,0.0010316875460574797
400391,1,0.0,0.0,2249.0,0.00044464206313917296
400395,6,0.3333333333333333,1.66,2529.0,0.002372479240806643
400396,1,0.0,0.0,146.0,0.00684931506849315
400398,2,0.0,0.0,1327.0,0.0015071590052750565
400399,1,0.0,0.0,231.0,0.004329004329004329
400400,1,0.0,0.0,1473.0,0.0006788866259334691
400402,1,0.0,-0.050000000000000044,71.0,0.014084507042253521
400405,3,0.0,0.0,1006.0,0.002982107355864811
400408,28,0.0,0.0,3632.0,0.007709251101321586
400412,1,0.0,0.0,692.0,0.001445086705202312
400415,1,0.0,0.0,23.0,0.043478260869565216
400422,1,0.0,0.0,178.0,0.0056179775280898875
400430,3,0.0,0.0,417.0,0.007194244604316547
400431,18,0.05555555555555555,6.0,33978.0,0.0005297545470598623
400432,13,0.0,0.0,24706.0,0.0005261879705334737
400436,33,0.09090909090909091,11.0,20512.0,0.001608814352574103
400440,1,0.0,0.0,5494.0,0.00018201674554058973
400441,17,0.058823529411764705,1.0,17734.0,0.0009586105785496786
400442,4,0.0,0.0,736.0,0.005434782608695652
400444,5,0.0,0.0,10604.0,0.0004715201810637495
400447,33,0.030303030303030304,5.0,17805.0,0.0018534119629317607
400448,1,0.0,0.0,126.0,0.007936507936507936
400449,12,0.16666666666666666,6.0,13197.0,0.0009092975676290066
400450,1,0.0,0.0,3479.0,0.0002874389192296637
400454,1,0.0,0.0,183.0,0.00546448087431694
400456,1,0.0,0.0,1371.0,0.0007293946024799417
400457,1,0.0,0.0,178.0,0.0056179775280898875
400458,3,0.0,0.0,1631.0,0.0018393623543838135
400459,6,0.16666666666666666,8.0,10248.0,0.000585480093676815
400460,1,0.0,0.0,73.0,0.0136986301369863
400461,1,1.0,2.0,214.0,0.004672897196261682
400462,8,0.0,0.0,5422.0,0.0014754703061600886
400468,1,0.0,0.0,1408.0,0.0007102272727272727
400475,3,0.3333333333333333,4.0,1123.0,0.0026714158504007124
400476,1,0.0,0.0,1045.0,0.0009569377990430622
400477,1,0.0,0.0,3270.0,0.0003058103975535168
400481,4,0.25,2.0,163.0,0.024539877300613498
400490,1,0.0,0.0,147.0,0.006802721088435374
400492,3,0.3333333333333333,1.0,823.0,0.0036452004860267314
400493,1,0.0,0.0,1.0,1.0
400509,2,0.5,1.0,254.0,0.007874015748031496
400516,3,0.0,0.0,891.0,0.003367003367003367
400518,1,0.0,0.0,259.0,0.003861003861003861
400522,1,0.0,0.0,748.0,0.001336898395721925
400523,2,0.5,45.0,104.0,0.019230769230769232
400529,2,0.0,0.0,141.0,0.014184397163120567
400530,2,0.0,0.0,109.0,0.01834862385321101
400532,1,0.0,0.0,243.0,0.00411522633744856
400535,2,0.0,0.0,115.0,0.017391304347826087
400536,1,0.0,0.0,182.0,0.005494505494505495
400537,1,0.0,0.0,126.0,0.007936507936507936
400544,2,0.0,0.0,132.0,0.015151515151515152
400549,2,0.0,0.0,1083.0,0.0018467220683287165
400550,1,0.0,0.0,418.0,0.0023923444976076554
400553,1,0.0,0.0,2191.0,0.00045641259698767686
400555,1,0.0,0.0,797.0,0.0012547051442910915
400556,3,0.0,0.0,62.0,0.04838709677419355
400557,3,0.3333333333333333,1.98,1220.0,0.002459016393442623
400561,1,0.0,0.0,77.0,0.012987012987012988
400562,3,0.0,-0.9399999999999977,1118.0,0.0026833631484794273
400563,9,0.0,-0.7999999999999978,7572.0,0.0011885895404120444
400564,2,0.0,0.0,1319.0,0.001516300227445034
400565,11,0.0,0.0,5996.0,0.0018345563709139426
400566,7,0.0,-0.71,3037.0,0.0023049061573921633
400567,7,0.14285714285714285,-0.8999999999999959,801.0,0.008739076154806492
400569,1,0.0,0.0,531.0,0.0018832391713747645
400570,3,0.3333333333333333,-1.4000000000000004,791.0,0.0037926675094816687
400571,2,0.5,30.0,369.0,0.005420054200542005
400572,1,0.0,0.0,1309.0,0.0007639419404125286
400575,21,0.047619047619047616,0.7599999999999996,8311.0,0.0025267717482854047
400592,44,0.09090909090909091,4.0,11562.0,0.003805569970593323
400595,25,0.16,17.0,15893.0,0.0015730195683634305
400596,3,0.0,0.0,715.0,0.004195804195804196
400598,2,0.0,0.0,403.0,0.004962779156327543
400599,1,0.0,0.0,262.0,0.003816793893129771
400601,2,0.5,5.0,2249.0,0.0008892841262783459
400602,12,0.0,0.0,2078.0,0.005774783445620789
400607,41,0.07317073170731707,5.0,15910.0,0.002576995600251414
400608,4,0.25,2.0,1279.0,0.003127443315089914
400617,3,0.0,0.0,762.0,0.003937007874015748
400618,1,0.0,0.0,1168.0,0.0008561643835616438
400630,2,0.0,0.0,905.0,0.0022099447513812156
400639,2,1.0,30.0,191.0,0.010471204188481676
400650,2,1.0,0.98,807.0,0.0024783147459727386
400651,2,0.0,0.0,704.0,0.002840909090909091
400654,2,0.0,0.0,1138.0,0.0017574692442882249
400657,2,0.0,0.0,56.0,0.03571428571428571
400665,4,0.0,0.0,60.0,0.06666666666666667
400671,11,0.0,0.0,9442.0,0.0011650074136835417
400673,3,0.0,0.0,847.0,0.0035419126328217238
400677,2,0.5,12.0,1317.0,0.0015186028853454822
400679,5,0.6,15.16,2091.0,0.0023912003825920613
400682,4,0.0,-0.11899999999999977,3162.0,0.001265022137887413
400685,8,0.125,7.58,8552.0,0.0009354536950420954
400687,3,0.3333333333333333,-0.8399999999999994,2268.0,0.0013227513227513227
400690,3,0.0,-0.040000000000000036,4601.0,0.0006520321669202348
400697,2,0.0,0.0,942.0,0.0021231422505307855
400701,1,0.0,0.0,2053.0,0.0004870920603994155
400702,6,0.0,0.0,7482.0,0.0008019246190858059
400704,3,0.0,0.0,611.0,0.004909983633387889
400705,5,0.0,-0.9799999999999982,7911.0,0.0006320313487548982
400709,3,0.6666666666666666,4.0,1082.0,0.0027726432532347504
400712,4,0.0,0.0,6319.0,0.0006330115524608325
400714,3,0.0,0.0,3830.0,0.000783289817232376
400718,4,0.0,0.0,59.0,0.06779661016949153
400719,1,0.0,0.0,337.0,0.002967359050445104
400721,2,0.0,-0.08999999999999986,3242.0,0.0006169031462060457
400723,4,0.0,0.0,4827.0,0.0008286720530350114
400726,2,0.0,0.0,649.0,0.0030816640986132513
400728,2,0.0,0.0,213.0,0.009389671361502348
400745,11,0.18181818181818182,2.0,7151.0,0.0015382463991050204
400746,1,0.0,0.0,3835.0,0.0002607561929595828
400749,16,0.125,-2.15,10329.0,0.001549036692806661
400751,1,0.0,0.0,2112.0,0.0004734848484848485
400752,1,0.0,0.0,186.0,0.005376344086021506
400753,1,0.0,0.0,166.0,0.006024096385542169
400758,3,0.0,0.0,477.0,0.006289308176100629
400767,1,0.0,0.0,93.0,0.010752688172043012
400774,2,0.0,0.0,635.0,0.0031496062992125984
400776,1,0.0,0.0,88.0,0.011363636363636364
400778,2,0.0,0.0,2737.0,0.0007307270734380709
400782,2,0.0,0.0,65.0,0.03076923076923077
400783,1,0.0,0.0,587.0,0.0017035775127768314
400787,1,0.0,0.0,36.0,0.027777777777777776
400788,1,0.0,0.0,34.0,0.029411764705882353
400789,2,0.0,0.0,1132.0,0.0017667844522968198
400796,1,0.0,0.0,188.0,0.005319148936170213
400800,1,0.0,0.0,55.0,0.01818181818181818
400802,2,0.0,0.0,579.0,0.0034542314335060447
400803,4,0.25,12.0,121.0,0.03305785123966942
400804,1,0.0,0.0,12.0,0.08333333333333333
400809,1,0.0,0.0,2094.0,0.0004775549188156638
400813,1,0.0,0.0,250.0,0.004
400814,1,1.0,2.0,311.0,0.003215434083601286
400818,2,0.0,0.0,299.0,0.006688963210702341
400825,6,0.3333333333333333,7.0,181.0,0.03314917127071823
400826,10,0.1,1.0,1350.0,0.007407407407407408
400832,2,0.0,0.0,303.0,0.006600660066006601
400833,4,0.75,6.0,26.0,0.15384615384615385
400844,2,0.0,0.0,193.0,0.010362694300518135
400846,17,0.0,0.0,3593.0,0.004731422209852491
400847,1,0.0,0.0,711.0,0.0014064697609001407
400849,1,0.0,0.0,3697.0,0.0002704895861509332
400852,2,0.0,0.0,100.0,0.02
400853,6,0.0,0.0,486.0,0.012345679012345678
400860,4,0.0,0.0,1380.0,0.002898550724637681
400871,2,0.0,0.0,552.0,0.0036231884057971015
400872,1,0.0,0.0,126.0,0.007936507936507936
400879,1,0.0,0.0,751.0,0.0013315579227696406
400890,8,0.0,0.0,4408.0,0.0018148820326678765
400893,1,0.0,0.0,126.0,0.007936507936507936
400900,2,0.0,0.0,982.0,0.002036659877800407
400902,1,0.0,0.0,6286.0,0.0001590836780146357
400924,3,0.3333333333333333,1.0,134.0,0.022388059701492536
400925,3,0.0,0.0,278.0,0.01079136690647482
400927,1,0.0,0.0,426.0,0.002347417840375587
400929,41,0.14634146341463414,18.94,1297.0,0.03161141094834233
400930,1,0.0,0.0,248.0,0.004032258064516129
400931,3,0.0,-0.18000000000000016,531.0,0.005649717514124294
400933,7,0.14285714285714285,-0.979000000000001,18254.0,0.00038347759395201053
400934,30,0.13333333333333333,-4.300000000000001,10890.0,0.0027548209366391185
400936,7,0.7142857142857143,14.59,3614.0,0.001936912008854455
400938,138,0.07246376811594203,-10.924999999999999,21749.0,0.006345119315830613
400942,18,0.05555555555555555,12.0,19541.0,0.0009211401668287191
400949,9,0.1111111111111111,6.0,2729.0,0.003297911322828875
400953,6,0.16666666666666666,3.3,1453.0,0.0041293874741913286
400954,4,0.0,-0.8590000000000004,738.0,0.005420054200542005
400959,31,0.0967741935483871,0.7300000000000018,9669.0,0.003206122660047575
400965,4,0.25,1.0,8626.0,0.0004637143519591931
400966,2,0.5,1.0,4885.0,0.00040941658137154553
400967,2,0.0,-0.21999999999999997,2282.0,0.0008764241893076249
400968,11,0.09090909090909091,-1.0200000000000005,1694.0,0.006493506493506494
400970,1,0.0,0.0,180.0,0.005555555555555556
400976,3,0.3333333333333333,1.0,2568.0,0.0011682242990654205
400977,3,0.0,0.0,74.0,0.04054054054054054
400981,56,0.10714285714285714,-2.9870000000000028,21386.0,0.002618535490507809
400982,4,0.0,0.0,11605.0,0.00034467901766479966
400983,4,0.0,0.0,2906.0,0.0013764624913971094
400985,2,0.5,21.0,2061.0,0.0009704027171276079
400986,18,0.0,0.0,4987.0,0.00360938439943854
400988,1,1.0,2.0,76.0,0.013157894736842105
400989,5,0.0,0.0,358.0,0.013966480446927373
400990,1,0.0,0.0,51.0,0.0196078431372549
400992,3,0.0,0.0,86.0,0.03488372093023256
400995,5,0.6,12.0,73.0,0.0684931506849315
400997,39,0.1794871794871795,8.0,2238.0,0.01742627345844504
401000,28,0.21428571428571427,-1.280000000000001,1915.0,0.014621409921671017
401011,1,0.0,0.0,65.0,0.015384615384615385
401012,3,0.0,0.0,1806.0,0.0016611295681063123
401013,2,0.0,0.0,51.0,0.0392156862745098
401015,1,0.0,0.0,410.0,0.0024390243902439024
401016,101,0.15841584158415842,1.3620000000000037,49100.0,0.0020570264765784113
401017,22,0.13636363636363635,7.0,2667.0,0.008248968878890138
401018,67,0.014925373134328358,2.0,2736.0,0.02448830409356725
401019,1,0.0,0.0,985.0,0.0010152284263959391
401020,13,0.0,0.0,3092.0,0.004204398447606727
401021,1,0.0,0.0,405.0,0.0024691358024691358
401023,2,0.0,0.0,1708.0,0.00117096018735363
401024,6,0.0,0.0,2069.0,0.0028999516674722086
401026,1,0.0,0.0,4545.0,0.00022002200220022002
401027,1,0.0,0.0,169.0,0.005917159763313609
401030,186,0.15591397849462366,-13.119,578.0,0.3217993079584775
401039,1,1.0,5.0,35.0,0.02857142857142857
401042,1,0.0,0.0,7225.0,0.0001384083044982699
401056,45,0.06666666666666667,12.0,1960.0,0.02295918367346939
401059,1,0.0,0.0,450.0,0.0022222222222222222
401060,1,0.0,0.0,4141.0,0.0002414875633904854
401065,1,0.0,0.0,300.0,0.0033333333333333335
401069,1,0.0,0.0,374.0,0.00267379679144385
401070,1,0.0,0.0,348.0,0.0028735632183908046
401072,5,0.0,-0.21000000000000085,1890.0,0.0026455026455026454
401073,1,0.0,0.0,523.0,0.0019120458891013384
401075,1,0.0,-0.05999999999999961,2465.0,0.00040567951318458417
401076,4,0.0,-0.09999999999999964,5243.0,0.0007629219912263971
401078,21,0.0,0.0,13996.0,0.0015004286939125464
401080,36,0.19444444444444445,-30.760000000000005,45320.0,0.000794351279788173
401081,23,0.13043478260869565,-8.260000000000003,14494.0,0.0015868635297364426
401083,31,0.0967741935483871,-13.21,11387.0,0.0027224027399666284
401089,2,0.0,0.0,3981.0,0.0005023863350916855
401091,1,0.0,0.0,627.0,0.001594896331738437
401094,1,0.0,0.0,263.0,0.0038022813688212928
401100,3,0.0,0.0,2458.0,0.0012205044751830757
401103,1,0.0,0.0,1985.0,0.0005037783375314861
401111,1,0.0,0.0,110.0,0.00909090909090909
401114,14,0.0,0.0,1151.0,0.01216333622936577
401117,1,0.0,0.0,129.0,0.007751937984496124
401118,2,0.0,0.0,383.0,0.005221932114882507
401131,4,0.25,1.0,1703.0,0.002348796241926013
401136,1,0.0,-1.0,1340.0,0.0007462686567164179
401137,1,0.0,0.0,1072.0,0.0009328358208955224
401139,4,0.0,-0.94,3253.0,0.0012296341838303104
401140,1,0.0,-0.3799999999999999,158.0,0.006329113924050633
401141,1,0.0,-0.3999999999999999,2059.0,0.00048567265662943174
401144,1,0.0,0.0,619.0,0.0016155088852988692
401149,9,0.0,-4.7200000000000015,9427.0,0.0009547045719741168
401157,2,0.5,-0.24,1182.0,0.001692047377326565
401161,1,0.0,0.0,152.0,0.006578947368421052
401163,3,0.0,-0.43999999999999995,215.0,0.013953488372093023
401165,2,0.0,0.0,896.0,0.002232142857142857
401167,4,0.0,0.0,1419.0,0.0028188865398167725
401170,2,0.0,0.0,13.0,0.15384615384615385
401171,1,0.0,-0.019999999999999574,321.0,0.003115264797507788
401172,11,0.0,0.0,1149.0,0.009573542210617928
401177,1,0.0,-0.16000000000000003,1056.0,0.000946969696969697
401178,4,0.25,-0.2200000000000002,1085.0,0.003686635944700461
401179,1,1.0,18.0,844.0,0.001184834123222749
401184,1,0.0,0.0,43.0,0.023255813953488372
401186,2,0.0,0.0,220.0,0.00909090909090909
401188,21,0.09523809523809523,9.0,13825.0,0.0015189873417721519
401193,3,0.0,0.0,4062.0,0.0007385524372230429
401196,7,0.0,0.0,3091.0,0.002264639275315432
401197,2,0.0,0.0,1585.0,0.0012618296529968455
401199,2,0.0,0.0,1397.0,0.0014316392269148174
401201,12,0.16666666666666666,8.0,7842.0,0.001530221882172915
401204,2,0.0,0.0,2017.0,0.0009915716410510659
401206,10,0.5,364.0,10964.0,0.0009120758847136082
401215,2,1.0,2.0,2738.0,0.0007304601899196494
401216,10,0.2,6.0,26880.0,0.0003720238095238095
401217,1,0.0,0.0,815.0,0.001226993865030675
401218,3,0.0,0.0,861.0,0.003484320557491289
401223,1,0.0,0.0,681.0,0.0014684287812041115
401224,2,0.0,0.0,466.0,0.004291845493562232
401228,1,0.0,0.0,681.0,0.0014684287812041115
401230,13,0.23076923076923078,-1.7200000000000029,7143.0,0.0018199636007279855
401237,1,0.0,0.0,168.0,0.005952380952380952
401238,1,0.0,0.0,356.0,0.0028089887640449437
401239,1,0.0,0.0,844.0,0.001184834123222749
401240,3,0.0,-0.1200000000000001,1054.0,0.0028462998102466793
401242,11,0.0,0.0,5087.0,0.002162374680558286
401244,2,0.0,0.0,1982.0,0.0010090817356205853
401246,2,0.0,0.0,256.0,0.0078125
401248,2,0.0,0.0,2216.0,0.0009025270758122744
401250,20,0.1,5.0,7787.0,0.0025683832027738537
401252,1,0.0,0.0,1207.0,0.0008285004142502071
401253,2,0.0,0.0,302.0,0.006622516556291391
401254,5,0.2,0.9100000000000001,1039.0,0.004812319538017324
401255,2,0.0,0.0,363.0,0.005509641873278237
401256,1,0.0,0.0,247.0,0.004048582995951417
401258,1,0.0,0.0,79.0,0.012658227848101266
401268,1,0.0,0.0,2158.0,0.0004633920296570899
401272,2,0.0,0.0,789.0,0.0025348542458808617
401274,1,0.0,0.0,310.0,0.0032258064516129032
401275,1,0.0,0.0,578.0,0.0017301038062283738
401290,1,0.0,0.0,422.0,0.002369668246445498
401292,3,0.0,0.0,1809.0,0.001658374792703151
401293,1,0.0,0.0,2659.0,0.000376081233546446
401294,2,0.0,0.0,729.0,0.0027434842249657062
401295,1,0.0,0.0,34.0,0.029411764705882353
401297,9,0.0,0.0,3724.0,0.0024167561761546724
401302,4,0.0,0.0,7555.0,0.0005294506949040371
401307,1,0.0,0.0,112.0,0.008928571428571428
401311,7,0.14285714285714285,3.0,1278.0,0.005477308294209703
401312,1,0.0,0.0,57.0,0.017543859649122806
401316,1,0.0,0.0,29.0,0.034482758620689655
401319,1,0.0,0.0,68.0,0.014705882352941176
401335,1,0.0,0.0,108.0,0.009259259259259259
401366,9,0.1111111111111111,1.0,578.0,0.015570934256055362
401372,3,0.3333333333333333,2.0,870.0,0.0034482758620689655
401375,2,1.0,2.0,159.0,0.012578616352201259
401379,7,0.2857142857142857,4.0,847.0,0.008264462809917356
401392,1,0.0,0.0,738.0,0.0013550135501355014
401397,1,0.0,0.0,2172.0,0.00046040515653775324
401399,1,0.0,0.0,26.0,0.038461538461538464
401407,3,0.0,0.0,122.0,0.02459016393442623
401415,1,0.0,0.0,31.0,0.03225806451612903
401421,1,0.0,0.0,115.0,0.008695652173913044
401433,1,0.0,0.0,244.0,0.004098360655737705
401436,2,0.0,0.0,340.0,0.0058823529411764705
401449,1,0.0,0.0,496.0,0.0020161290322580645
401450,1,0.0,0.0,688.0,0.0014534883720930232
401451,1,0.0,0.0,75.0,0.013333333333333334
401453,1,0.0,0.0,389.0,0.002570694087403599
401457,3,0.0,0.0,690.0,0.004347826086956522
401459,2,0.5,-1.46,411.0,0.004866180048661801
401460,8,0.0,-4.2390000000000025,93.0,0.08602150537634409
401468,1,0.0,0.0,54.0,0.018518518518518517
401476,1,0.0,0.0,252.0,0.003968253968253968
401485,3,0.0,0.0,305.0,0.009836065573770493
401488,1,0.0,0.0,10.0,0.1
401504,1,0.0,0.0,87.0,0.011494252873563218
401505,1,1.0,1.0,504.0,0.001984126984126984
401506,2,0.0,0.0,368.0,0.005434782608695652
401507,1,0.0,0.0,746.0,0.0013404825737265416
401517,2,1.0,2.0,223.0,0.008968609865470852
401518,1,0.0,0.0,15311.0,6.531252041016262e-05
401519,1,0.0,0.0,3291.0,0.00030385900941962927
401521,2,0.0,0.0,249.0,0.008032128514056224
401526,5,1.0,278.595,364.0,0.013736263736263736
401527,1,0.0,0.0,195.0,0.005128205128205128
401528,8,0.0,0.0,3057.0,0.0026169447170428526
401536,3,0.0,0.0,64.0,0.046875
401540,1,0.0,0.0,128.0,0.0078125
401543,1,0.0,0.0,77.0,0.012987012987012988
401544,7,0.42857142857142855,3.0,1213.0,0.005770816158285243
401562,1,0.0,0.0,332.0,0.0030120481927710845
401563,1,0.0,0.0,16.0,0.0625
401575,1,0.0,0.0,719.0,0.0013908205841446453
401582,1,0.0,0.0,554.0,0.0018050541516245488
401586,1,0.0,0.0,1798.0,0.0005561735261401557
401592,5,0.0,0.0,2237.0,0.002235136343316942
401604,2,0.0,0.0,660.0,0.0030303030303030303
401609,1,0.0,0.0,473.0,0.0021141649048625794
401615,1,0.0,0.0,929.0,0.001076426264800861
401620,1,0.0,0.0,313.0,0.003194888178913738
401638,1,0.0,0.0,238.0,0.004201680672268907
401641,1,0.0,0.0,190.0,0.005263157894736842
401644,1,0.0,0.0,64.0,0.015625
401650,1,0.0,0.0,7.0,0.14285714285714285
401654,1,0.0,0.0,24.0,0.041666666666666664
401663,1,0.0,0.0,1607.0,0.0006222775357809583
401666,1,0.0,0.0,469.0,0.0021321961620469083
401676,2,0.5,2.0,934.0,0.0021413276231263384
401686,3,0.0,0.0,353.0,0.0084985835694051
401704,3,0.6666666666666666,2.0,101.0,0.0297029702970297
401718,1,0.0,0.0,27.0,0.037037037037037035
401726,1,0.0,0.0,426.0,0.002347417840375587
401728,1,0.0,0.0,495.0,0.00202020202020202
401739,58,0.05172413793103448,5.0,6335.0,0.009155485398579322
