product_code,temperature_condition,min_temperature,max_temperature,temperature_range,freshness_category,is_perishable
7313160510252,4,4.0,8.0,4.0,medium_sensitivity,1
5000111014519,8,10.0,22.0,12.0,low_sensitivity,0
7615400168576,8,0.0,40.0,40.0,low_sensitivity,0
2300103600000,5,,,,medium_sensitivity,1
2300111600000,5,,,,medium_sensitivity,1
883314398427,8,,,,low_sensitivity,0
883314398441,8,,,,low_sensitivity,0
7310375547905,8,5.0,25.0,20.0,low_sensitivity,0
7310240038002,8,18.0,22.0,4.0,low_sensitivity,0
7310523900514,8,18.0,22.0,4.0,low_sensitivity,0
2300123600000,3,,,,high_sensitivity,1
4000388179004,8,,,,low_sensitivity,0
7321011277308,8,,,,low_sensitivity,0
7615400168590,8,0.0,40.0,40.0,low_sensitivity,0
2300103500000,5,,,,medium_sensitivity,1
2300110700000,5,,,,medium_sensitivity,1
2300107200000,5,,,,medium_sensitivity,1
6411739998287,8,5.0,25.0,20.0,low_sensitivity,0
2300131100000,5,,,,medium_sensitivity,1
883314398472,8,,,,low_sensitivity,0
2300123700000,3,,,,high_sensitivity,1
,5,,,,medium_sensitivity,1
25201194037103,8,18.0,22.0,4.0,low_sensitivity,0
2300102800000,4,,,,medium_sensitivity,1
2300122500000,4,,,,medium_sensitivity,1
6417941111537,8,,,,low_sensitivity,0
2300131300000,5,,,,medium_sensitivity,1
6419287742987,8,,,,low_sensitivity,0
2300115600000,4,,,,medium_sensitivity,1
7321010027638,8,,,,low_sensitivity,0
2300116100000,5,,,,medium_sensitivity,1
2300104600000,4,,,,medium_sensitivity,1
8715035110106,8,18.0,22.0,4.0,low_sensitivity,0
2300108500000,5,,,,medium_sensitivity,1
6413200558136,8,,,,low_sensitivity,0
,5,,,,medium_sensitivity,1
3523230019224,7,-24.0,-18.0,6.0,low_sensitivity,0
6412001016326,8,18.0,22.0,4.0,low_sensitivity,0
2300105500000,4,,,,medium_sensitivity,1
7321011490776,8,,,,low_sensitivity,0
7310375547707,8,5.0,25.0,20.0,low_sensitivity,0
6415002506827,8,2.0,25.0,23.0,low_sensitivity,0
6416553001922,7,-25.0,-18.0,7.0,low_sensitivity,0
6410500046332,8,18.0,22.0,4.0,low_sensitivity,0
7310500037011,7,-25.0,-18.0,7.0,low_sensitivity,0
8008698010785,8,12.0,24.0,12.0,low_sensitivity,0
7310500037271,7,-25.0,-18.0,7.0,low_sensitivity,0
2300117000000,5,,,,medium_sensitivity,1
7310375121396,8,5.0,25.0,20.0,low_sensitivity,0
2300125900000,1,,,,high_sensitivity,1
2300120500000,4,,,,medium_sensitivity,1
2300104300000,5,,,,medium_sensitivity,1
7322540656152,8,,,,low_sensitivity,0
2300106300000,4,,,,medium_sensitivity,1
7330242829095,7,-22.0,-18.0,4.0,low_sensitivity,0
4008400320205,8,16.0,20.0,4.0,low_sensitivity,0
7310500037493,7,-25.0,-18.0,7.0,low_sensitivity,0
7321031277265,8,,,,low_sensitivity,0
2300130300000,5,,,,medium_sensitivity,1
2300120300000,3,,,,high_sensitivity,1
2300113100000,2,,,,high_sensitivity,1
6415002500498,8,5.0,25.0,20.0,low_sensitivity,0
883314398465,8,,,,low_sensitivity,0
7310130002533,7,-25.0,-18.0,7.0,low_sensitivity,0
6416796727986,8,5.0,20.0,15.0,low_sensitivity,0
2300120200000,5,,,,medium_sensitivity,1
7321031684490,8,,,,low_sensitivity,0
6411008323451,8,6.0,35.0,29.0,low_sensitivity,0
7321013513169,8,,,,low_sensitivity,0
26420900006649,8,18.0,22.0,4.0,low_sensitivity,0
7313160440252,4,4.0,8.0,4.0,medium_sensitivity,1
6412000048779,7,-25.0,-18.0,7.0,low_sensitivity,0
2300131400000,5,,,,medium_sensitivity,1
27350042710519,8,4.0,25.0,21.0,low_sensitivity,0
7330242823048,7,-22.0,-18.0,4.0,low_sensitivity,0
2300121900000,4,,,,medium_sensitivity,1
7310500037318,7,-25.0,-18.0,7.0,low_sensitivity,0
2300103800000,6,,,,low_sensitivity,0
6430104950330,7,-30.0,-18.0,12.0,low_sensitivity,0
2300121000000,5,,,,medium_sensitivity,1
2300121400000,5,,,,medium_sensitivity,1
2300120800000,5,,,,medium_sensitivity,1
7613035117709,8,18.0,22.0,4.0,low_sensitivity,0
2300104200000,4,,,,medium_sensitivity,1
7321030090230,8,,,,low_sensitivity,0
7310375547004,8,5.0,25.0,20.0,low_sensitivity,0
7310500037226,7,-25.0,-18.0,7.0,low_sensitivity,0
2300121800000,5,,,,medium_sensitivity,1
7310500037219,7,-25.0,-18.0,7.0,low_sensitivity,0
2300110300000,5,,,,medium_sensitivity,1
7321031683134,8,,,,low_sensitivity,0
4004311122211,7,-25.0,-18.0,7.0,low_sensitivity,0
6417227301003,4,1.0,8.0,7.0,medium_sensitivity,1
2300106800000,4,,,,medium_sensitivity,1
2300103700000,5,,,,medium_sensitivity,1
7310500037486,7,-25.0,-18.0,7.0,low_sensitivity,0
6430104952785,7,-30.0,-18.0,12.0,low_sensitivity,0
6417700077760,7,-25.0,-18.0,7.0,low_sensitivity,0
2300104000000,4,,,,medium_sensitivity,1
2300108200000,5,,,,medium_sensitivity,1
2300121500000,5,,,,medium_sensitivity,1
2300115400000,5,,,,medium_sensitivity,1
7310500037141,7,-25.0,-18.0,7.0,low_sensitivity,0
7622200281633,8,10.0,20.0,10.0,low_sensitivity,0
8718711048113,5,,,,medium_sensitivity,1
2300123000000,4,,,,medium_sensitivity,1
2300105400000,5,,,,medium_sensitivity,1
6412000016341,8,18.0,22.0,4.0,low_sensitivity,0
6414202501007,8,3.0,22.0,19.0,low_sensitivity,0
2300111100000,4,,,,medium_sensitivity,1
2300102200000,4,,,,medium_sensitivity,1
17350055330257,8,18.0,22.0,4.0,low_sensitivity,0
2300124000000,4,,,,medium_sensitivity,1
2300104400000,3,,,,high_sensitivity,1
2300114800000,5,,,,medium_sensitivity,1
6416661031866,7,-25.0,-18.0,7.0,low_sensitivity,0
2300107000000,3,,,,high_sensitivity,1
2300115500000,5,,,,medium_sensitivity,1
2300104100000,4,,,,medium_sensitivity,1
,3,,,,high_sensitivity,1
2300111400000,5,,,,medium_sensitivity,1
637793001053,8,18.0,22.0,4.0,low_sensitivity,0
3000192040812,5,,,,medium_sensitivity,1
2300106600000,4,,,,medium_sensitivity,1
2300131000000,5,,,,medium_sensitivity,1
2300130900000,5,,,,medium_sensitivity,1
6412000025107,8,18.0,22.0,4.0,low_sensitivity,0
2300161100000,5,,,,medium_sensitivity,1
7310615062243,8,4.0,25.0,21.0,low_sensitivity,0
7321030025935,8,,,,low_sensitivity,0
6411570101013,8,,,,low_sensitivity,0
6426600050209,8,,,,low_sensitivity,0
36420900004796,8,18.0,22.0,4.0,low_sensitivity,0
2300143500000,4,,,,medium_sensitivity,1
7312787710175,8,5.0,25.0,20.0,low_sensitivity,0
7310521151611,8,18.0,22.0,4.0,low_sensitivity,0
6414504313452,8,18.0,22.0,4.0,low_sensitivity,0
2300165100000,5,,,,medium_sensitivity,1
6410607132631,8,,,,low_sensitivity,0
2300160600000,4,,,,medium_sensitivity,1
6418400094194,8,,,,low_sensitivity,0
6417721074151,8,2.0,25.0,23.0,low_sensitivity,0
2300134300000,5,,,,medium_sensitivity,1
2300141300000,4,,,,medium_sensitivity,1
7618500940288,8,2.0,30.0,28.0,low_sensitivity,0
6405409668259,4,,,,medium_sensitivity,1
2300140400000,4,,,,medium_sensitivity,1
6411404036719,8,18.0,22.0,4.0,low_sensitivity,0
2050000055720,2,,,,high_sensitivity,1
6418400088605,8,,,,low_sensitivity,0
6416597113919,8,2.0,25.0,23.0,low_sensitivity,0
2300133900000,2,,,,high_sensitivity,1
8717662470011,5,,,,medium_sensitivity,1
6414000061079,8,25.0,30.0,5.0,low_sensitivity,0
2300152400000,4,,,,medium_sensitivity,1
16416597814714,8,2.0,25.0,23.0,low_sensitivity,0
024000001706,8,5.0,25.0,20.0,low_sensitivity,0
6430011810161,8,18.0,22.0,4.0,low_sensitivity,0
8711714155611,4,,,,medium_sensitivity,1
,2,,,,high_sensitivity,1
2300151900000,5,,,,medium_sensitivity,1
2300140100000,2,,,,high_sensitivity,1
2300150200000,4,,,,medium_sensitivity,1
6411404037136,8,16.0,20.0,4.0,low_sensitivity,0
6410607132655,8,,,,low_sensitivity,0
6414504101592,8,,,,low_sensitivity,0
2300140300000,4,,,,medium_sensitivity,1
5760466640312,8,4.0,22.0,18.0,low_sensitivity,0
6430026139820,7,-24.0,-18.0,6.0,low_sensitivity,0
7312787710182,8,18.0,22.0,4.0,low_sensitivity,0
6411401015151,8,16.0,20.0,4.0,low_sensitivity,0
36420900004789,8,18.0,22.0,4.0,low_sensitivity,0
6417700055034,8,18.0,22.0,4.0,low_sensitivity,0
6430011810864,8,18.0,22.0,4.0,low_sensitivity,0
2300154300000,4,,,,medium_sensitivity,1
2300140500000,4,,,,medium_sensitivity,1
,5,,,,medium_sensitivity,1
6418400088612,8,,,,low_sensitivity,0
2300152200000,5,,,,medium_sensitivity,1
6417964630466,8,5.0,35.0,30.0,low_sensitivity,0
6418400088629,8,,,,low_sensitivity,0
5000171037886,8,18.0,22.0,4.0,low_sensitivity,0
2300161400000,5,,,,medium_sensitivity,1
6410607132617,8,,,,low_sensitivity,0
013154000000,3,,,,high_sensitivity,1
6430021091079,3,,,,high_sensitivity,1
8718503612805,4,,,,medium_sensitivity,1
7318693363139,5,,,,medium_sensitivity,1
6412090302614,8,,,,low_sensitivity,0
2300160100000,4,,,,medium_sensitivity,1
,5,,,,medium_sensitivity,1
2300133200000,5,,,,medium_sensitivity,1
2300131800000,2,,,,high_sensitivity,1
7310241661681,8,18.0,22.0,4.0,low_sensitivity,0
6417721074106,8,2.0,25.0,23.0,low_sensitivity,0
2300141200000,4,,,,medium_sensitivity,1
2300140200000,4,,,,medium_sensitivity,1
25201194001517,8,18.0,22.0,4.0,low_sensitivity,0
6410607612638,8,,,,low_sensitivity,0
2300161800000,5,,,,medium_sensitivity,1
6420256400159,8,5.0,25.0,20.0,low_sensitivity,0
2300161700000,5,,,,medium_sensitivity,1
2300134500000,2,,,,high_sensitivity,1
,5,,,,medium_sensitivity,1
,2,,,,high_sensitivity,1
7615400149100,8,-12.0,35.0,47.0,low_sensitivity,0
6430011810840,8,18.0,22.0,4.0,low_sensitivity,0
2300153700000,3,,,,high_sensitivity,1
7310500004945,7,-25.0,-18.0,7.0,low_sensitivity,0
8700018512374,3,,,,high_sensitivity,1
2300152300000,5,,,,medium_sensitivity,1
6415352230083,5,,,,medium_sensitivity,1
2300141900000,2,,,,high_sensitivity,1
6418400088636,8,,,,low_sensitivity,0
6412001030148,4,2.0,6.0,4.0,medium_sensitivity,1
7310781009080,8,5.0,30.0,25.0,low_sensitivity,0
2300161300000,5,,,,medium_sensitivity,1
2300160300000,4,,,,medium_sensitivity,1
8000500023976,8,16.0,20.0,4.0,low_sensitivity,0
2300142300000,4,,,,medium_sensitivity,1
6414000023060,8,15.0,25.0,10.0,low_sensitivity,0
6412880005558,8,,,,low_sensitivity,0
2300141500000,5,,,,medium_sensitivity,1
6417902002225,8,18.0,22.0,4.0,low_sensitivity,0
6411410000766,8,22.0,26.0,4.0,low_sensitivity,0
2300142200000,4,,,,medium_sensitivity,1
2300135500000,2,,,,high_sensitivity,1
6415002500207,8,2.0,25.0,23.0,low_sensitivity,0
8714978004176,5,,,,medium_sensitivity,1
2300161200000,5,,,,medium_sensitivity,1
5411361280706,7,,,,low_sensitivity,0
15765228112875,8,,,,low_sensitivity,0
7310615462241,8,4.0,25.0,21.0,low_sensitivity,0
6430035370825,4,,,,medium_sensitivity,1
2300143600000,2,,,,high_sensitivity,1
6418400083969,8,,,,low_sensitivity,0
2300141600000,5,,,,medium_sensitivity,1
2300153300000,5,,,,medium_sensitivity,1
2300162100000,5,,,,medium_sensitivity,1
6430011810222,8,18.0,22.0,4.0,low_sensitivity,0
6412000026074,8,18.0,22.0,4.0,low_sensitivity,0
2050000056154,4,,,,medium_sensitivity,1
6417700060434,7,-25.0,-18.0,7.0,low_sensitivity,0
5765228200407,8,,,,low_sensitivity,0
6416535120993,8,,,,low_sensitivity,0
6418400084300,8,,,,low_sensitivity,0
5000111001007,8,10.0,22.0,12.0,low_sensitivity,0
2300142600000,4,,,,medium_sensitivity,1
2300160200000,4,,,,medium_sensitivity,1
6430011811106,8,18.0,22.0,4.0,low_sensitivity,0
6416345001505,7,-35.0,-18.0,17.0,low_sensitivity,0
6437005039355,7,-25.0,-18.0,7.0,low_sensitivity,0
15765228200411,8,,,,low_sensitivity,0
2300152800000,5,,,,medium_sensitivity,1
6411410000360,8,22.0,26.0,4.0,low_sensitivity,0
2300165000000,4,,,,medium_sensitivity,1
6418400088643,8,,,,low_sensitivity,0
6418400088667,8,,,,low_sensitivity,0
6418401686053,8,,,,low_sensitivity,0
15765228112851,8,,,,unknown,0
7394379880619,8,4.0,25.0,21.0,low_sensitivity,0
6420400001119,8,15.0,25.0,10.0,low_sensitivity,0
4004074846522,7,,-18.0,,low_sensitivity,0
5701073162668,8,,,,low_sensitivity,0
2050000061509,2,,,,high_sensitivity,1
6414504313469,8,18.0,22.0,4.0,low_sensitivity,0
6412880000119,8,,,,low_sensitivity,0
6417312763006,8,,,,low_sensitivity,0
6418400084287,8,,,,low_sensitivity,0
2300147000000,3,,,,high_sensitivity,1
7310520000552,8,18.0,22.0,4.0,low_sensitivity,0
2300141400000,5,,,,medium_sensitivity,1
024000024675,8,18.0,22.0,4.0,low_sensitivity,0
6415350005683,4,,,,medium_sensitivity,1
,5,,,,medium_sensitivity,1
6414000020021,8,18.0,22.0,4.0,low_sensitivity,0
6430031895179,3,2.0,6.0,4.0,high_sensitivity,1
2300152900000,5,,,,medium_sensitivity,1
6411404037129,8,16.0,20.0,4.0,low_sensitivity,0
6412501010770,8,16.0,18.0,2.0,low_sensitivity,0
6414000023237,8,15.0,25.0,10.0,low_sensitivity,0
6418400088650,8,,,,low_sensitivity,0
6411570101105,8,,,,low_sensitivity,0
2300153600000,4,,,,medium_sensitivity,1
6414000123012,8,15.0,25.0,10.0,low_sensitivity,0
5617943094642,3,,,,high_sensitivity,1
2300142800000,4,,,,medium_sensitivity,1
7618500940127,8,2.0,30.0,28.0,low_sensitivity,0
2300161000000,5,,,,medium_sensitivity,1
2300132800000,5,,,,medium_sensitivity,1
4004311033258,8,-25.0,-18.0,7.0,low_sensitivity,0
6410607132648,8,,,,low_sensitivity,0
2300132600000,5,,,,medium_sensitivity,1
6414504118309,8,5.0,35.0,30.0,low_sensitivity,0
2300142400000,4,,,,medium_sensitivity,1
,2,,,,high_sensitivity,1
3523237389030,7,-24.0,-18.0,6.0,low_sensitivity,0
7310390043215,8,18.0,22.0,4.0,low_sensitivity,0
6430011810833,8,18.0,22.0,4.0,low_sensitivity,0
8425644004122,3,,,,high_sensitivity,1
026102376850,8,,,,low_sensitivity,0
8712622815000,5,,,,medium_sensitivity,1
2300151700000,5,,,,medium_sensitivity,1
2300164900000,4,,,,medium_sensitivity,1
2300150500000,5,,,,medium_sensitivity,1
6417700066160,7,-25.0,-18.0,7.0,low_sensitivity,0
2300164700000,6,,,,low_sensitivity,0
071430044544,5,,,,medium_sensitivity,1
8712516063463,6,,,,low_sensitivity,0
7321011518036,8,,,,low_sensitivity,0
6409531659482,8,1.0,30.0,29.0,low_sensitivity,0
6414000061253,8,15.0,25.0,10.0,low_sensitivity,0
8718503612829,5,,,,medium_sensitivity,1
7330606019445,4,,,,medium_sensitivity,1
7310181588673,8,5.0,40.0,35.0,low_sensitivity,0
6414201631033,8,3.0,22.0,19.0,low_sensitivity,0
8718503619651,4,,,,medium_sensitivity,1
4023103093096,8,,,,low_sensitivity,0
6412001033019,4,2.0,6.0,4.0,medium_sensitivity,1
8722700850557,8,18.0,22.0,4.0,low_sensitivity,0
6420612875096,7,,,,low_sensitivity,0
7321031663693,8,,,,low_sensitivity,0
6416332000016,3,,,,high_sensitivity,1
6417700050299,7,-25.0,-18.0,7.0,low_sensitivity,0
7610211149202,8,18.0,22.0,4.0,low_sensitivity,0
4019797054123,7,-24.0,-18.0,6.0,low_sensitivity,0
8710449916474,7,-25.0,-18.0,7.0,low_sensitivity,0
7392497031289,7,-25.0,-18.0,7.0,low_sensitivity,0
8718503612836,4,,,,medium_sensitivity,1
6416332000047,3,,,,high_sensitivity,1
7321031663709,8,,,,low_sensitivity,0
6417801010000,8,18.0,22.0,4.0,low_sensitivity,0
8705052009019,3,,,,high_sensitivity,1
2050000044328,4,,,,medium_sensitivity,1
6405764001005,3,,,,high_sensitivity,1
3583720000149,7,-25.0,-18.0,7.0,low_sensitivity,0
8712516050159,5,,,,medium_sensitivity,1
8718503612850,4,,,,medium_sensitivity,1
6412000048243,7,-25.0,-18.0,7.0,low_sensitivity,0
7310300006880,8,18.0,22.0,4.0,low_sensitivity,0
6411401032059,8,18.0,22.0,4.0,low_sensitivity,0
3444355644002,8,6.0,40.0,34.0,low_sensitivity,0
2050000101618,3,,,,high_sensitivity,1
7321031155440,8,,,,low_sensitivity,0
6430011810239,8,18.0,22.0,4.0,low_sensitivity,0
6430039590335,5,,,,medium_sensitivity,1
6408430001071,4,,,,medium_sensitivity,1
2050000045493,4,,,,medium_sensitivity,1
3011610056377,8,,,,low_sensitivity,0
5201194037031,8,18.0,22.0,4.0,low_sensitivity,0
7311310041434,8,5.0,25.0,20.0,low_sensitivity,0
2300170300000,5,,,,medium_sensitivity,1
7321031673548,8,,,,low_sensitivity,0
2300174800000,4,,,,medium_sensitivity,1
2300170700000,5,,,,medium_sensitivity,1
4742885010304,8,0.0,35.0,35.0,low_sensitivity,0
7615400707225,8,6.0,40.0,34.0,low_sensitivity,0
6405764331003,4,,,,medium_sensitivity,1
2300170200000,5,,,,medium_sensitivity,1
2300173000000,5,,,,medium_sensitivity,1
2300173600000,5,,,,medium_sensitivity,1
700083644459,5,,,,medium_sensitivity,1
6414630000936,8,,,,low_sensitivity,0
2300171200000,4,,,,medium_sensitivity,1
8718503612935,5,,,,medium_sensitivity,1
6412000017300,8,18.0,22.0,4.0,low_sensitivity,0
5411188115533,8,18.0,22.0,4.0,low_sensitivity,0
7610211158303,8,18.0,22.0,4.0,low_sensitivity,0
7311310041403,8,5.0,25.0,20.0,low_sensitivity,0
7310240200386,8,18.0,22.0,4.0,low_sensitivity,0
5014276012013,8,18.0,22.0,4.0,low_sensitivity,0
4000007093988,4,,,,medium_sensitivity,1
6430026134054,7,-24.0,-18.0,6.0,low_sensitivity,0
6413200968423,8,,,,low_sensitivity,0
6416661026732,8,-25.0,-18.0,7.0,low_sensitivity,0
17391704803012,8,,,,low_sensitivity,0
3023260001362,4,2.0,6.0,4.0,medium_sensitivity,1
8718503612867,4,,,,medium_sensitivity,1
6410381092053,8,18.0,22.0,4.0,low_sensitivity,0
7321031663716,8,,,,low_sensitivity,0
6405764605005,3,,,,high_sensitivity,1
8000224121019,8,18.0,22.0,4.0,low_sensitivity,0
7321011070022,8,,,,low_sensitivity,0
7311310041441,8,5.0,25.0,20.0,low_sensitivity,0
7321011491476,8,,,,low_sensitivity,0
071524161577,8,18.0,22.0,4.0,low_sensitivity,0
6413200968461,8,,,,low_sensitivity,0
8718503612959,2,,,,high_sensitivity,1
8718503612911,4,,,,medium_sensitivity,1
8718274110128,2,,,,high_sensitivity,1
8722700483236,8,18.0,22.0,4.0,low_sensitivity,0
8722700482765,8,18.0,22.0,4.0,low_sensitivity,0
2300172000000,5,,,,medium_sensitivity,1
5411188112709,8,18.0,22.0,4.0,low_sensitivity,0
3182340511211,5,,,,medium_sensitivity,1
6408180732003,7,-25.0,-18.0,7.0,low_sensitivity,0
7310616071244,8,4.0,25.0,21.0,low_sensitivity,0
5014276008962,8,18.0,22.0,4.0,low_sensitivity,0
6408430100262,4,,,,medium_sensitivity,1
5201119818820,8,18.0,22.0,4.0,low_sensitivity,0
8712516000345,5,,,,medium_sensitivity,1
6413200968409,8,,,,low_sensitivity,0
6411404021067,8,16.0,20.0,4.0,low_sensitivity,0
6414203450175,8,3.0,22.0,19.0,low_sensitivity,0
7622300750046,8,10.0,20.0,10.0,low_sensitivity,0
2300173500000,5,,,,medium_sensitivity,1
8717524450083,5,,,,medium_sensitivity,1
8722700481263,8,18.0,22.0,4.0,low_sensitivity,0
8000920815571,7,-25.0,-18.0,7.0,low_sensitivity,0
2050000101601,3,,,,high_sensitivity,1
6414000023251,8,15.0,25.0,10.0,low_sensitivity,0
6430104920401,7,-30.0,-18.0,12.0,low_sensitivity,0
6416553001625,7,-25.0,-18.0,7.0,low_sensitivity,0
8719323273337,5,,,,medium_sensitivity,1
2300176700000,5,,,,medium_sensitivity,1
17311310036215,8,5.0,25.0,20.0,low_sensitivity,0
6420610110175,8,18.0,22.0,4.0,low_sensitivity,0
8714789002248,8,18.0,22.0,4.0,low_sensitivity,0
6411301153274,8,1.0,25.0,24.0,low_sensitivity,0
8718503612928,4,,,,medium_sensitivity,1
6413200968416,8,,,,low_sensitivity,0
2050000045639,4,,,,medium_sensitivity,1
8718503612942,4,,,,medium_sensitivity,1
7310980088503,4,2.0,8.0,6.0,medium_sensitivity,1
5999509050188,4,,,,medium_sensitivity,1
6430104952587,7,-30.0,-18.0,12.0,low_sensitivity,0
2300174700000,5,,,,medium_sensitivity,1
2050000042836,5,,,,medium_sensitivity,1
6415350003139,3,,,,high_sensitivity,1
2300186900000,5,,,,medium_sensitivity,1
7615400090051,8,0.0,40.0,40.0,low_sensitivity,0
2300175000000,5,,,,medium_sensitivity,1
8718503612812,4,,,,medium_sensitivity,1
7310181588697,8,5.0,40.0,35.0,low_sensitivity,0
8719324618854,5,,,,medium_sensitivity,1
17311310041462,8,5.0,25.0,20.0,low_sensitivity,0
8722700482130,8,18.0,22.0,4.0,low_sensitivity,0
5014276012020,8,18.0,22.0,4.0,low_sensitivity,0
16417700050272,7,-25.0,-18.0,7.0,low_sensitivity,0
6411401032233,8,18.0,22.0,4.0,low_sensitivity,0
7321031673562,8,,,,low_sensitivity,0
8711547114373,4,,,,medium_sensitivity,1
6411200202776,4,2.0,25.0,23.0,medium_sensitivity,1
5740200101071,4,4.0,8.0,4.0,medium_sensitivity,1
6416332000504,3,2.0,6.0,4.0,high_sensitivity,1
7615400121861,8,0.0,40.0,40.0,low_sensitivity,0
4019797054116,7,-24.0,-18.0,6.0,low_sensitivity,0
5014276030031,8,18.0,22.0,4.0,low_sensitivity,0
6418400087301,8,,,,low_sensitivity,0
,3,,,,high_sensitivity,1
7311310041427,8,5.0,25.0,20.0,low_sensitivity,0
6418400087318,8,,,,low_sensitivity,0
8718503619668,4,,,,medium_sensitivity,1
6416584014502,8,,,,low_sensitivity,0
8718503612881,3,,,,high_sensitivity,1
8718503612874,4,,,,medium_sensitivity,1
7310300006873,8,18.0,22.0,4.0,low_sensitivity,0
2300170100000,4,,,,medium_sensitivity,1
6430039590229,4,,,,medium_sensitivity,1
5411188115472,8,18.0,22.0,4.0,low_sensitivity,0
8076800035056,9,,,,low_sensitivity,0
6420402000318,8,15.0,25.0,10.0,low_sensitivity,0
7610211080604,8,18.0,22.0,4.0,low_sensitivity,0
6430025642727,8,5.0,24.0,19.0,low_sensitivity,0
5700101311108,8,18.0,22.0,4.0,low_sensitivity,0
7615400732227,8,0.0,40.0,40.0,low_sensitivity,0
6412000048021,7,-25.0,-18.0,7.0,low_sensitivity,0
2300171100000,5,,,,medium_sensitivity,1
4006402130297,4,,,,medium_sensitivity,1
2300175200000,5,,,,medium_sensitivity,1
6405764705002,3,,,,high_sensitivity,1
2300171000000,5,,,,medium_sensitivity,1
6430039590236,4,,,,medium_sensitivity,1
6411401029226,8,18.0,22.0,4.0,low_sensitivity,0
6439801001215,8,5.0,20.0,15.0,low_sensitivity,0
6418512921005,4,1.0,8.0,7.0,medium_sensitivity,1
6411401062100,8,17.0,22.0,5.0,low_sensitivity,0
8410076500014,8,18.0,22.0,4.0,low_sensitivity,0
7310130411861,8,18.0,22.0,4.0,low_sensitivity,0
5765228126912,8,2.0,25.0,23.0,low_sensitivity,0
9003391060074,8,,,,low_sensitivity,0
6418402667730,8,,,,low_sensitivity,0
,8,,,,low_sensitivity,0
2050000050190,4,,,,medium_sensitivity,1
2300240300000,5,,,,medium_sensitivity,1
8008698018842,8,,,,low_sensitivity,0
6432700300618,8,16.0,24.0,8.0,low_sensitivity,0
6410880045109,8,,,,low_sensitivity,0
6410880035100,8,,,,low_sensitivity,0
6416438816306,4,2.0,6.0,4.0,medium_sensitivity,1
6412000023110,4,2.0,8.0,6.0,medium_sensitivity,1
6430053130074,4,,,,medium_sensitivity,1
6414301011797,8,,,,low_sensitivity,0
5719642306924,8,18.0,22.0,4.0,low_sensitivity,0
7622300313715,8,10.0,20.0,10.0,low_sensitivity,0
8718503612966,3,,,,high_sensitivity,1
6430034011651,8,1.0,28.0,27.0,low_sensitivity,0
17311312002072,8,5.0,25.0,20.0,low_sensitivity,0
6415130041740,8,0.0,25.0,25.0,low_sensitivity,0
2300211100000,3,,,,high_sensitivity,1
25201194037400,8,18.0,22.0,4.0,low_sensitivity,0
8410076500007,8,18.0,22.0,4.0,low_sensitivity,0
7321011429813,8,,,,low_sensitivity,0
