product_code,supplier_id,order_count
400336,30397,17
400337,30397,6
400338,30397,81
400339,30526,27
400340,30112,18
400342,30133,5
400343,400454,22
400344,400580,33
400345,30157,2
400346,400580,3
400347,400454,10
400348,30397,41
400349,30077,94
400350,30059,55
400351,30526,4
400352,30526,22
400354,30526,11
400355,30457,1
400356,30457,22
400357,30073,23
400358,30073,33
400359,30473,4
400360,30397,3
400361,30397,32
400362,30073,29
400363,30397,35
400364,30397,58
400365,30073,8
400366,30102,30
400367,400048,9
400368,400476,7
400369,30550,17
400370,30550,40
400372,30550,27
400373,30133,12
400375,400435,87
400376,400894,98
400377,400435,253
400378,30073,5
400379,400894,85
400380,400894,89
400381,30109,73
400382,30004,10
400383,400435,31
400384,400476,16
400385,400894,104
400386,400435,90
400387,30328,18
400388,400435,230
400389,30004,4
400391,30404,36
400392,30004,1
400393,400894,82
400394,30073,6
400395,400435,126
400396,400894,71
400397,30027,4
400398,400435,237
400399,400894,63
400400,400894,105
400401,30048,29
400402,400894,51
400403,30073,29
400404,30027,27
400405,400894,105
400406,30027,11
400407,30027,2
400408,30377,274
400409,30420,15
400411,30454,21
400412,400894,83
400413,30454,23
400414,30169,25
400415,400894,4
400416,30051,16
400417,30377,14
400418,30397,8
400419,30257,8
400420,400435,23
400421,30282,2
400422,30282,48
400424,30454,40
400426,30194,101
400427,30208,4
400428,30208,2
400430,30473,3
400431,30560,330
400432,30560,326
400435,400580,56
400436,400435,326
400437,400435,190
400438,400435,124
400439,400435,245
400440,400435,242
400441,400435,301
400442,30102,36
400443,400435,188
400444,400435,248
400445,400435,149
400446,30257,12
400447,400435,321
400448,400435,53
400449,400435,298
400450,30160,153
400451,30160,28
400452,400435,35
400453,400435,7
400454,400894,61
400455,400894,95
400456,30533,109
400457,400894,69
400458,400435,180
400459,30560,304
400460,400894,39
400461,400894,53
400462,30533,216
400464,30433,1
400466,400435,107
400467,30493,27
400468,30470,12
400469,400894,91
400470,30234,31
400471,30550,3
400472,30504,14
400473,30533,98
400475,30377,150
400476,30160,143
400477,400066,73
400478,30475,41
400479,400435,254
400481,30116,7
400482,30454,29
400483,30208,14
400484,400298,10
400485,30495,6
400486,30059,25
400487,30544,4
400488,30257,18
400489,400066,9
400490,30521,17
400491,30149,5
400492,30554,450
400493,30282,1
400494,30116,22
400495,30077,44
400496,30077,73
400497,30534,14
400498,30102,19
400499,30282,5
400502,30385,8
400503,30208,5
400504,30251,8
400505,30462,33
400506,30282,1
400508,30550,11
400509,30100,9
400510,30554,33
400511,30282,14
400512,30112,33
400513,30048,6
400514,30424,4
400515,30065,26
400516,30208,23
400517,30065,10
400518,30065,17
400521,30282,7
400522,30470,19
400523,30282,11
400526,30457,44
400528,30385,5
400529,30550,9
400530,30550,10
400531,30424,33
400532,30021,16
400533,30021,2
400534,30434,5
400535,30550,13
400536,30010,13
400538,30010,18
400539,30550,15
400540,30010,3
400541,30010,3
400542,30111,49
400544,30518,18
400546,30282,5
400547,30454,1
400548,30112,29
400549,30274,34
400550,30073,26
400551,30302,38
400552,30282,18
400553,30038,21
400555,30274,23
400556,30086,42
400557,400435,99
400558,30377,4
400559,30051,26
400560,30051,4
400561,400894,16
400562,30489,45
400563,400473,117
400564,30290,31
400565,30481,181
400566,30244,40
400567,30328,11
400568,30051,7
400569,30038,8
400570,30377,35
400571,30489,21
400572,30051,33
400573,400435,39
400574,30073,16
400575,400473,186
400576,30483,13
400577,30518,60
400578,30518,26
400581,30194,48
400582,30194,15
400583,30027,14
400585,30470,18
400586,30077,6
400587,30077,7
400588,30518,16
400589,30070,17
400590,30070,9
400591,30534,54
400592,30489,488
400593,30534,10
400595,30381,171
400596,30381,32
400598,30381,47
400599,30208,173
400600,30475,39
400601,30381,72
400602,30381,80
400604,30208,1
400605,30381,17
400607,30489,491
400608,30086,144
400609,30208,5
400613,30268,6
400614,30274,4
400617,30509,6
400618,30204,22
400619,30208,4
400620,30470,41
400621,400103,28
400622,30475,29
400623,30294,39
400624,30282,32
400625,30073,3
400626,30433,7
400627,30333,5
400630,30274,22
400631,30112,17
400632,30112,6
400633,30048,17
400634,30048,6
400637,400580,13
400639,30545,23
400641,30077,41
400642,30496,1
400643,30204,24
400644,30424,5
400646,30526,7
400648,30112,38
400649,30454,6
400650,400894,81
400651,30540,11
400652,30395,18
400653,30475,12
400654,30526,16
400655,30000,2
400656,30540,4
400657,30462,41
400658,30397,66
400659,30526,3
400660,30163,38
400661,400176,22
400662,30163,3
400663,400176,67
400665,30475,7
400667,30526,23
400668,400176,2
400669,400293,7
400670,400176,71
400671,400176,88
400672,30454,70
400673,30099,203
400674,30502,90
400675,30163,14
400676,30163,38
400677,30475,48
400678,30328,32
400679,30388,41
400680,30424,9
400682,30388,87
400683,30485,9
400684,30373,171
400685,30388,126
400686,30234,84
400687,30420,62
400688,30373,969
400689,30377,79
400690,400894,103
400692,400894,53
400693,30454,3
400694,30470,10
400695,30244,59
400696,30473,4
400697,400439,12
400698,400894,29
400699,400439,6
400700,30373,145
400701,30356,11
400702,30388,119
400703,400435,6
400704,30377,18
400705,30429,46
400706,30518,12
400707,30004,4
400708,400894,4
400709,400580,32
400712,30388,157
400714,30497,21
400715,400066,19
400716,400894,90
400717,400298,27
400718,400103,46
400719,400894,53
400721,30383,58
400722,30454,2
400723,30388,129
400725,400435,4
400726,30465,13
400727,30504,5
400728,400388,2
400729,400409,13
400731,400103,61
400733,400894,26
400734,400894,3
400735,30466,9
400736,30208,77
400737,400894,44
400738,400894,59
400739,30199,3
400740,30000,11
400741,30420,12
400742,400894,33
400743,30420,3
400744,400580,50
400745,400580,255
400746,30497,26
400749,400435,89
400750,30420,60
400751,30102,41
400752,400103,20
400753,400066,36
400754,400103,18
400756,400103,16
400757,400066,2
400758,30377,123
400759,30048,44
400760,30454,2
400762,30466,50
400763,30451,26
400764,30163,8
400765,30102,6
400766,30070,3
400767,30102,46
400769,30454,28
400774,30208,72
400775,400103,24
400776,30208,23
400778,30000,26
400781,30217,15
400782,30116,60
400783,30059,39
400784,30238,11
400786,30077,3
400787,30526,32
400788,30526,30
400789,30004,29
400790,30397,6
400791,30397,21
400792,400103,25
400794,30004,15
400795,30495,37
400796,30116,20
400798,400476,19
400799,400476,5
400800,30438,55
400802,30274,27
400803,30102,15
400804,30282,11
400805,400027,8
400806,30282,8
400807,30483,7
400808,30208,1
400809,30271,17
400810,30454,12
400811,30454,6
400812,30454,16
400813,30004,18
400814,30004,28
400815,30504,31
400816,30163,118
400817,30518,24
400818,30109,121
400819,30483,10
400820,30475,30
400821,30475,125
400822,30112,15
400823,30112,42
400824,30457,3
400825,30027,73
400826,30112,42
400827,30112,7
400828,30112,10
400829,30070,12
400830,30282,2
400832,30534,14
400833,30282,20
400834,30268,164
400835,30102,16
400836,30108,39
400839,30166,14
400840,30166,11
400841,400103,29
400842,30048,7
400843,30454,40
400844,400580,27
400845,30534,4
400846,30436,313
400847,30021,21
400849,30436,277
400850,30436,113
400851,30550,15
400852,30436,22
400853,30436,78
400854,30436,165
400855,30181,1
400857,30044,199
400859,30044,61
400860,30526,23
400861,30436,110
400862,30178,18
400863,30178,28
400865,30470,12
400867,30178,30
400869,30436,2
400871,30436,228
400872,30269,13
400877,30282,1
400878,30282,3
400879,30465,10
400880,30379,6
400887,30178,4
400888,30208,19
400889,30059,25
400890,30454,69
400891,400435,11
400892,400435,13
400893,30079,4
400894,400894,42
400895,400435,2
400897,400435,7
400898,30208,20
400899,30454,23
400900,30534,16
400901,30534,3
400902,400066,33
400903,30019,3
400904,30497,10
400905,400476,13
400906,30080,8
400907,30080,20
400908,400296,24
400909,30080,22
400910,30080,11
400912,30073,77
400913,30073,72
400915,30073,70
400916,30140,8
400917,30454,1
400918,30475,36
400920,30163,19
400921,30077,4
400922,30077,35
400923,400032,18
400924,30475,24
400925,30475,19
400926,400282,31
400927,30475,27
400928,400283,8
400929,30283,15
400930,30475,24
400931,30377,73
400932,400894,24
400933,400435,97
400934,30420,59
400935,30454,151
400936,400435,153
400937,30395,1
400938,30420,52
400939,30377,12
400942,30377,188
400944,30377,37
400946,30027,34
400947,30077,7
400948,30234,12
400949,30027,165
400950,30077,37
400953,400894,101
400954,400894,103
400955,30475,51
400956,30138,21
400957,30138,25
400958,30316,8
400959,30420,61
400960,30004,16
400961,400439,1
400963,30540,6
400965,30377,209
400966,30274,60
400967,30468,24
400968,400435,87
400969,400103,13
400970,30100,17
400971,30420,36
400972,30100,22
400973,30100,41
400974,30100,24
400975,30377,6
400976,30420,69
400977,30000,8
400978,30077,4
400980,30130,5
400981,30377,306
400982,30475,109
400983,30420,159
400984,30051,28
400985,30475,50
400986,30420,125
400987,30019,1
400988,30454,1
400989,30420,50
400990,30454,1
400991,400103,7
400992,30378,35
400993,30454,1
400994,30493,9
400995,30495,63
400996,30059,6
400997,30377,155
400999,30077,20
401000,400435,41
401001,30077,31
401002,30278,10
401003,30328,2
401004,30470,2
401005,30470,2
401006,30080,35
401008,30470,14
401009,30048,17
401010,30278,24
401011,400103,48
401012,30102,52
401013,30138,1
401014,30027,1
401015,30109,46
401016,30377,454
401017,30377,344
401018,30377,224
401019,30365,42
401020,30534,26
401021,30504,200
401022,30377,11
401023,30534,8
401024,30534,17
401025,30534,14
401026,30534,42
401027,30048,92
401028,30435,5
401029,30048,9
401030,30377,66
401031,30397,14
401032,30397,14
401033,30495,46
401034,30282,2
401036,30282,3
401037,30282,2
401038,30282,1
401039,30019,9
401040,30282,8
401041,30019,3
401042,30543,5
401043,30019,3
401044,30019,1
401045,30051,5
401046,30051,19
401047,30051,16
401048,30019,6
401049,30518,33
401050,30077,37
401051,30004,41
401053,30518,26
401055,30102,386
401056,30102,76
401058,30504,5
401059,30404,22
401060,30178,36
401061,30494,13
401062,30497,24
401063,30504,6
401064,30395,1
401065,30102,133
401067,30483,15
401068,30004,6
401069,30424,33
401070,30483,20
401071,30116,4
401072,400435,198
401073,30204,36
401075,400435,204
401076,30377,250
401078,400435,163
401079,30208,5
401080,400435,228
401081,400435,105
401082,30471,7
401083,400435,120
401084,30100,61
401085,30295,28
401086,30470,21
401087,30019,2
401088,30471,15
401089,30073,41
401090,30166,7
401091,30166,24
401092,30166,27
401093,30166,31
401094,30166,17
401095,30194,3
401096,30471,92
401097,30365,10
401098,30019,18
401099,30130,9
401100,30099,303
401101,30378,9
401102,30019,5
401103,30148,23
401105,400048,28
401106,30102,1
401107,30051,17
401108,30282,7
401109,30282,8
401110,30282,4
401111,30070,35
401112,30529,13
401113,400103,2
401114,30102,41
401116,30137,31
401117,30504,12
401118,30504,32
401119,400388,8
401121,30550,8
401122,30493,1
401123,30493,7
401124,30493,5
401125,30493,6
401127,30493,7
401131,30120,23
401132,30051,10
401133,30051,21
401134,400282,109
401135,400894,3
401136,400435,91
401137,400894,93
401138,400894,51
401139,400435,146
401140,400894,66
401141,400894,106
401142,400894,57
401143,400435,33
401144,30475,34
401145,400894,14
401146,400435,121
401147,400894,4
401149,400435,110
401151,400103,2
401152,400103,9
401153,30282,3
401154,30424,6
401155,30282,8
401156,30463,221
401157,400435,81
401158,400894,7
401159,400894,50
401161,400894,68
401162,30475,56
401163,400894,51
401164,30475,50
401165,30102,51
401166,30377,40
401167,400103,49
401170,30027,12
401171,400894,87
401172,30257,24
401173,30397,3
401174,30397,22
401175,400894,33
401176,30028,68
401177,400435,91
401178,400435,81
401179,30475,37
401180,400894,50
401181,400894,15
401182,30529,11
401183,30504,16
401184,30019,4
401185,30019,4
401186,30504,9
401187,30102,114
401188,30420,167
401190,400408,6
401191,400435,17
401193,400298,27
401194,30420,121
401196,30420,159
401197,400298,44
401198,400298,14
401199,30404,35
401200,30550,38
401201,30420,167
401202,30102,36
401204,30204,25
401206,30420,168
401208,400103,47
401212,30080,18
401213,30077,3
401215,30169,138
401216,400176,84
401217,30169,109
401218,30102,39
401220,30204,17
401221,30151,5
401222,30145,23
401223,400476,12
401224,400476,21
401225,400476,25
401226,30019,3
401228,30169,55
401229,30019,12
401230,30377,338
401232,30451,181
401234,30470,13
401235,30102,28
401236,30194,2
401237,30102,118
401238,30479,20
401239,30420,95
401240,30057,110
401241,30475,32
401242,30377,325
401244,30367,260
401245,30194,10
401246,30057,103
401248,30367,204
401249,30144,16
401250,30377,410
401251,30504,13
401252,30367,158
401253,30057,107
401254,30479,37
401255,30149,3
401256,400894,96
401257,400894,35
401258,30282,22
401260,30048,30
401262,400032,69
401263,400048,19
401264,30282,9
401265,30367,218
401266,30475,35
401267,400298,18
401268,30268,47
401269,30163,14
401270,30073,41
401271,30073,48
401272,30073,29
401273,30504,11
401274,30397,10
401275,30397,25
401276,30365,61
401277,30208,2
401278,30194,584
401279,30543,25
401280,30550,21
401282,30475,24
401283,30475,111
401284,30529,15
401286,30114,30
401289,30268,39
401290,30114,13
401291,30114,14
401292,30207,11
401293,400066,15
401294,30475,38
401296,30282,5
401297,400393,19
401301,30146,4
401302,30475,58
401304,400103,4
401305,30470,17
401306,30470,34
401307,30073,8
401308,400200,6
401309,30554,15
401311,30114,57
401312,30114,14
401313,30163,1
401315,30114,26
401316,30077,30
401317,30114,23
401318,30262,7
401319,30262,7
401320,30112,64
401321,30138,19
401322,30470,46
401323,30470,9
401325,30365,11
401327,30149,3
401328,30119,2
401329,30454,147
401330,30274,13
401331,30102,17
401332,400066,18
401333,30217,21
401334,30454,13
401335,30454,21
401337,30470,3
401338,400103,33
401339,30514,41
401340,30470,28
401341,30475,100
401343,30470,12
401344,30457,8
401345,30470,41
401346,30251,3
401348,30434,3
401349,30534,77
401350,400476,19
401351,400066,17
401353,30476,12
401355,30476,16
401358,30518,3
401359,30454,17
401360,30274,4
401362,30473,2
401363,400103,7
401365,30526,32
401366,30102,59
401367,30251,3
401368,30251,3
401369,30163,16
401370,30208,24
401371,30080,11
401372,30034,41
401374,30457,5
401375,30457,120
401376,30021,2
401377,30163,30
401378,30457,5
401379,30102,51
401380,30274,27
401383,30021,2
401384,30475,28
401385,30274,35
401386,30133,3
401389,30073,28
401390,30042,8
401391,30274,25
401392,30550,54
401393,30550,76
401394,30424,13
401396,30282,6
401397,30365,82
401398,30475,146
401399,30540,13
401402,30144,3
401403,30257,10
401404,30471,8
401405,30471,39
401406,30471,85
401407,30198,15
401408,30461,13
401409,30146,3
401410,30534,16
401411,30534,19
401412,30112,53
401413,30529,6
401414,30529,17
401415,30529,4
401416,400103,17
401417,30529,9
401419,30424,2
401420,30274,3
401421,30529,29
401422,30529,13
401423,30529,14
401424,30496,12
401426,30504,10
401427,400476,17
401428,30454,6
401430,30282,7
401433,30140,165
401435,30027,9
401436,30475,57
401437,30475,11
401438,30529,6
401440,30070,6
401441,30070,3
401442,30070,7
401443,30475,14
401444,400103,41
401447,30424,9
401448,30518,6
401449,30070,74
401450,30027,39
401452,30080,71
401453,400103,157
401454,30397,20
401455,30397,63
401456,30526,3
401457,30010,48
401459,30199,50
401460,30199,8
401461,30199,7
401462,30470,20
401463,30470,16
401464,30470,10
401465,30102,44
401466,30102,15
401467,30102,61
401468,30102,42
401469,30080,34
401470,30208,2
401471,30208,26
401472,30140,155
401473,30080,31
401474,30295,40
401475,30451,7
401476,30526,6
401478,30550,1
401479,30080,14
401480,30194,651
401481,30529,7
401482,30529,11
401483,30251,3
401484,30504,18
401485,30454,26
401486,400475,19
401488,400103,9
401489,30550,74
401490,400048,41
401492,30397,12
401493,30397,17
401494,30251,16
401495,30251,14
401496,30397,28
401497,30397,7
401498,30554,52
401499,30554,207
401500,30397,5
401501,30554,45
401502,30194,90
401503,30157,6
401504,30554,71
401505,30454,43
401506,30034,14
401507,30483,10
401509,30080,1
401510,30504,47
401512,30274,12
401513,400103,33
401514,30131,22
401517,30268,140
401518,30274,79
401519,30274,28
401520,30204,9
401521,30526,5
401522,30251,2
401523,30234,3
401524,30234,6
401525,30454,16
401526,30198,190
401527,30475,12
401528,30102,59
401529,30103,23
401530,30518,12
401531,30274,28
401532,400103,1
401533,30550,2
401535,30282,19
401536,30282,10
401537,30133,2
401538,30475,24
401539,30116,21
401540,30116,40
401541,30116,9
401542,30116,30
401543,30116,41
401544,30116,287
401545,30116,16
401546,30004,23
401547,30204,28
401548,30448,11
401549,30099,58
401550,30080,7
401551,30070,27
401552,30070,18
401553,30148,20
401558,30550,1
401559,30550,4
401560,30282,8
401561,30282,4
401562,30550,24
401563,30282,13
401564,30454,74
401565,30282,34
401566,30282,8
401567,30282,34
401568,30457,10
401570,400103,12
401571,30487,17
401574,30363,13
401575,30483,24
401577,30004,5
401578,30004,23
401579,30004,13
401581,30204,8
401582,30204,9
401583,30204,11
401584,30462,2
401585,30457,1
401586,400475,60
401587,400298,17
401588,30542,7
401589,30099,75
401590,30208,14
401592,30102,91
401593,30282,9
401594,30282,5
401595,30282,1
401596,30282,5
401597,30282,3
401598,30282,1
401599,30282,6
401600,30080,4
401601,400439,8
401602,30424,16
401604,30233,23
401605,30010,1
401606,30010,1
401608,30404,25
401609,30404,30
401612,30504,29
401614,30048,4
401615,30504,29
401616,30385,30
401617,30504,16
401623,30475,44
401625,30475,126
401626,30518,7
401628,30070,13
401629,400476,14
401630,30518,16
401631,30204,9
401632,400476,5
401633,400475,43
401638,30268,15
401640,30526,7
401641,30542,20
401642,30080,2
401643,30019,5
401644,30019,35
401645,30019,6
401646,400066,31
401647,30268,37
401648,30518,9
401649,30194,42
401650,30116,7
401651,30282,37
401653,400066,21
401654,400048,24
401655,400048,4
401656,30529,3
401657,30529,3
401660,30268,4
401661,30365,5
401662,30282,1
401663,30380,30
401664,30380,33
401665,30282,11
401666,30424,31
401668,30282,1
401672,30077,9
401674,30102,45
401675,30077,10
401676,30102,56
401677,30268,10
401678,30282,14
401679,30192,1
401680,30192,2
401681,30395,6
401683,30268,20
401684,30027,8
401686,30102,23
401689,30073,9
401690,30138,1
401691,30138,1
401692,30268,12
401694,30065,15
401695,30138,1
401696,30138,1
401699,30019,3
401700,30019,1
401701,30102,8
401702,30102,13
401703,30424,15
401704,30451,53
401705,30397,22
401707,400103,14
401708,30475,20
401709,30475,85
401710,30102,25
401711,30282,20
401713,30485,7
401714,30485,17
401715,30485,7
401716,30485,2
401717,30204,28
401718,30217,1
401719,30550,1
401720,30208,3
401721,30102,125
401722,30397,7
401723,30145,6
401724,30102,50
401725,30333,8
401726,30527,14
401727,30077,2
401728,30111,27
401729,30111,31
401730,30102,40
401731,30470,47
401732,30204,12
401733,30395,17
401734,30495,27
401735,30102,75
401736,30102,155
401738,30019,4
401739,30102,200
401740,30485,9
401741,30048,41
401742,30485,4
401743,30485,22
401744,30485,6
401746,30485,9
401747,30148,1
401749,30451,7
401750,30451,15
401751,30451,13
401753,30451,5
401755,400408,8
401757,30027,145
401760,30116,19
401762,30116,17
401763,30130,2
401764,30451,4
401765,30077,11
401767,30151,6
401768,30550,18
401769,30457,46
401770,30027,89
401771,30504,57
401772,30465,12
401774,30540,6
401776,30493,14
401777,400103,39
401778,30424,12
401779,400048,32
401780,400048,24
401781,30282,9
401782,30454,19
401783,400048,20
401784,30282,3
401786,30178,21
401792,30451,6
401794,30051,40
401797,30518,6
401799,30051,13
401800,30102,26
401801,30067,7
401802,30178,10
401803,30178,13
401806,30268,13
401807,30112,34
401808,30534,45
401810,30194,40
401811,30102,38
401812,30180,12
401813,30194,45
401814,30282,1
401815,30112,17
401816,30148,17
401817,30010,37
401818,30010,27
401819,30010,66
401820,30112,4
401821,400048,71
401822,30194,13
401823,30440,20
401824,30194,20
401825,30526,4
401827,30112,8
401828,30440,11
401830,30282,8
401831,30204,13
401833,400032,42
401834,30027,190
401835,30099,131
401839,400032,16
401841,30163,1
401843,400032,32
401844,400032,56
401846,400032,35
401847,400032,27
401848,30077,22
401849,30077,6
401851,30454,17
401853,30184,3
401854,30463,105
401855,30463,70
401856,30397,31
401857,30002,11
401858,30395,6
401860,30067,16
401862,400476,53
401863,30282,6
401864,30102,7
401865,400476,51
401866,30102,16
401867,30102,46
401869,30470,1
401870,30470,1
401871,30470,2
401872,30470,1
401873,30470,19
401878,30470,24
401879,400048,19
401880,400048,12
401881,400048,18
401883,30424,22
401884,30540,18
401885,400066,13
401886,30295,87
401889,30282,12
401890,30282,51
401891,30282,18
401893,400176,43
401894,30104,27
401895,400476,2
401896,30123,11
401897,30184,4
401898,30304,12
401900,30010,6
401902,30010,8
401904,30304,20
401905,30109,15
401906,30551,11
401907,30013,124
401908,30013,107
401909,30013,119
401910,30013,111
401911,30013,19
401912,30013,110
401913,30013,28
401914,30013,29
401915,30102,62
401916,30013,3
401917,30102,35
401919,30102,5
401924,30013,5
401925,30013,234
401926,30380,22
401927,30013,1
401928,30013,2
401929,30013,628
401930,30013,57
401931,30013,19
401932,30013,19
401933,30013,7
401934,30013,17
401935,30100,82
401936,400298,14
401937,400298,23
401939,30407,26
401940,30233,4
401941,30077,4
401942,30038,52
401943,30013,48
401944,30013,52
401945,30038,35
401946,30013,35
401947,30013,5
401948,30013,29
401949,30013,21
401950,30013,6
401951,30013,2
401952,30013,2
401953,30013,15
401954,30013,53
401955,30013,146
401956,30013,67
401957,30013,68
401958,30013,17
401959,30013,37
401960,30451,11
401961,30545,12
401962,30013,4
401963,30199,11
401965,30019,6
401966,30501,4
401967,30184,2
401969,400248,6
401970,30184,1
401971,30516,26
401972,400032,113
401973,400032,15
401974,30065,106
401975,30065,30
401976,30518,18
401977,30184,4
401978,30518,18
401979,30184,2
401980,30184,5
401981,30192,2
401982,30184,5
401983,30526,4
401984,30027,41
401987,400476,81
401988,30282,32
401989,30282,25
401991,30100,4
401994,30282,6
401995,30102,14
401996,400103,24
401997,30542,11
401999,30073,19
402000,30073,37
402001,400066,6
402002,30102,24
402003,30540,15
402005,30454,4
402006,30424,8
402007,30208,67
402008,30019,6
402010,30454,17
402011,30454,2
402014,30137,15
402019,30184,6
402020,30184,2
402021,30184,1
402022,30378,30
402023,30378,24
402024,30184,1
402025,30184,1
402026,30184,1
402027,30454,33
402028,30363,9
402029,30184,161
402030,30184,4
402031,30365,12
402032,30184,286
402033,400238,1
402034,30317,38
402035,30168,2
402036,30378,6
402038,30166,17
402039,30184,92
402040,30451,31
402041,30184,1
402042,30184,2
402043,30140,4
402044,400066,21
402045,30100,48
402046,400103,2
402048,30166,21
402049,30504,38
402050,400103,5
402052,400103,4
402053,30116,38
402054,30004,3
402055,30127,9
402057,400409,8
402058,30127,30
402059,400103,16
402060,30451,30
402061,400103,55
402062,30433,6
402063,400103,2
402065,30104,6
402066,30104,21
402067,400103,27
402068,30059,20
402069,30148,7
402070,30102,13
402071,30163,121
402072,30454,1
402073,30138,1
402074,400103,15
402077,30163,19
402078,30282,13
402079,30194,38
402080,30102,76
402081,30138,1
402082,30392,6
402083,30470,57
402084,30518,8
402085,30529,3
402086,30274,13
402088,30316,4
402089,30104,37
402090,400176,19
402091,30006,27
402092,30140,16
402093,30282,13
402094,30181,1
402098,30282,30
402100,30181,1
402104,30077,47
402106,30168,1
402107,30163,8
402108,400476,42
402109,30282,9
402110,30404,12
402111,30404,37
402112,30051,9
402113,400476,16
402114,30051,4
402115,400476,25
402116,30051,60
